ip,latitude,longitude,device_type,model,location_label,last_seen,port,org,country,region,poc_batch,trial_profile
10.1.18.49,41.182305,29.013716,IP Camera,Axis P5655-E,Istanbul Sector 3,2025-10-15,554,DigitalOcean,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.18.50,-12.303228,-76.783314,IP Camera,Hanwha XNV-8080R,Lima Sector 4,2024-12-14,80,DigitalOcean,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.19.51,1.479109,103.693096,Dome Camera,Axis P5655-E,Singapore Sector 5,2025-10-31,554,BT,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.19.52,25.55953,51.678427,Dome Camera,Hikvision DS-2CD2085G1,Doha Sector 6,2025-11-24,80,Airtel,QA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.19.53,52.523941,13.507806,PTZ Camera,Bosch FLEXIDOME,Berlin Sector 7,2026-02-01,554,BT,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.19.54,51.56964,0.14654,Dome Camera,Hanwha XNV-8080R,London Sector 8,2025-08-13,554,BT,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.19.55,-23.172691,-46.27961,IP Camera,Sony SNC-EP580,Sao Paulo Sector 9,2026-02-10,8080,BT,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.19.56,30.168616,30.953369,PTZ Camera,Dahua SD49425XB,Cairo Sector 10,2025-05-21,554,BT,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.19.57,24.594369,46.66094,PTZ Camera,Dahua SD49425XB,Riyadh Sector 11,2025-12-02,554,DigitalOcean,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.19.58,-36.921691,174.815705,Dome Camera,Axis P5655-E,Auckland Sector 12,2025-08-22,554,DigitalOcean,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.19.59,40.490221,-74.297364,IP Camera,Bosch FLEXIDOME,New York Sector 13,2025-09-06,554,Verizon,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.19.60,-38.003917,145.259582,IP Camera,Dahua SD49425XB,Melbourne Sector 14,2025-12-09,8080,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.19.61,33.909409,-7.940101,Bullet Camera,Bosch FLEXIDOME,Casablanca Sector 15,2025-05-02,554,DigitalOcean,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.19.62,25.322271,55.622357,Bullet Camera,Dahua SD49425XB,Dubai Sector 16,2025-08-02,8080,BT,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.19.63,40.764672,28.912236,Bullet Camera,Dahua SD49425XB,Istanbul Sector 17,2025-01-27,80,Cloudflare,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.19.64,13.911457,100.433323,Bullet Camera,Hanwha XNV-8080R,Bangkok Sector 18,2026-01-06,554,BT,TH,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.19.65,43.509684,-79.502325,Bullet Camera,Hikvision DS-2CD2085G1,Toronto Sector 19,2025-12-09,8080,AT&T,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.19.66,25.070494,46.49097,Bullet Camera,Axis P5655-E,Riyadh Sector 20,2025-11-20,80,BT,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.20.67,-33.82625,151.28092,Dome Camera,Dahua SD49425XB,Sydney Sector 1,2025-07-09,554,DigitalOcean,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.20.68,-12.009621,-77.228668,IP Camera,Dahua SD49425XB,Lima Sector 2,2025-11-29,554,Airtel,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.20.69,-31.891241,116.116791,Dome Camera,Hikvision DS-2CD2085G1,Perth Sector 3,2025-10-20,554,DigitalOcean,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.20.70,40.825801,28.731097,IP Camera,Bosch FLEXIDOME,Istanbul Sector 4,2025-02-13,554,Airtel,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.20.71,24.845319,55.666435,IP Camera,Dahua SD49425XB,Dubai Sector 5,2026-03-04,80,Lumen,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.20.72,-1.099692,36.809587,IP Camera,Sony SNC-EP580,Nairobi Sector 6,2025-10-12,8080,BT,KE,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.20.73,33.457422,-7.980086,PTZ Camera,Sony SNC-EP580,Casablanca Sector 7,2025-07-31,8080,DigitalOcean,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.20.74,5.032913,-74.381602,Bullet Camera,Sony SNC-EP580,Bogota Sector 8,2025-06-07,8080,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.20.75,-34.76647,-58.346123,Dome Camera,Axis P5655-E,Buenos Aires Sector 9,2025-11-05,8080,BT,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.20.76,48.913703,2.343036,Bullet Camera,Bosch FLEXIDOME,Paris Sector 10,2026-02-20,8080,Airtel,FR,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.20.77,35.676839,140.024461,Dome Camera,Sony SNC-EP580,Tokyo Sector 11,2026-02-09,443,Airtel,JP,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.20.78,33.423423,-7.601581,PTZ Camera,Sony SNC-EP580,Casablanca Sector 12,2025-10-07,554,DigitalOcean,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.20.79,24.890414,46.345098,PTZ Camera,Hikvision DS-2CD2085G1,Riyadh Sector 13,2026-02-12,554,Airtel,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.20.80,43.433738,-79.172219,IP Camera,Sony SNC-EP580,Toronto Sector 14,2024-11-06,8080,DigitalOcean,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.20.81,52.426208,13.007974,PTZ Camera,Sony SNC-EP580,Berlin Sector 15,2025-12-03,8080,DigitalOcean,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.20.82,-6.561017,106.664412,PTZ Camera,Bosch FLEXIDOME,Jakarta Sector 16,2025-10-23,80,Airtel,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.21.83,-38.114516,144.888159,Dome Camera,Bosch FLEXIDOME,Melbourne Sector 17,2025-01-27,8080,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.21.84,52.202843,13.737453,PTZ Camera,Hanwha XNV-8080R,Berlin Sector 18,2025-11-12,8080,Airtel,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.21.85,40.652568,28.973776,PTZ Camera,Hanwha XNV-8080R,Istanbul Sector 19,2026-02-27,8080,BT,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.21.86,-11.774234,-76.828191,Bullet Camera,Dahua SD49425XB,Lima Sector 20,2025-12-07,554,BT,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.21.87,33.338212,-7.625121,Bullet Camera,Hanwha XNV-8080R,Casablanca Sector 1,2025-09-28,8080,BT,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.21.88,-32.2937,115.622259,IP Camera,Bosch FLEXIDOME,Perth Sector 2,2025-11-18,8080,DigitalOcean,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.21.89,40.736405,-74.369628,PTZ Camera,Sony SNC-EP580,New York Sector 3,2026-01-05,8080,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.21.90,37.206647,127.05043,Bullet Camera,Hikvision DS-2CD2085G1,Seoul Sector 4,2024-12-06,80,Airtel,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.21.91,5.017345,-73.797203,Bullet Camera,Axis P5655-E,Bogota Sector 5,2025-08-16,8080,Airtel,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.21.92,-34.63993,-58.136136,Dome Camera,Axis P5655-E,Buenos Aires Sector 6,2025-10-24,8080,Cloudflare,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.21.93,42.103648,12.774142,PTZ Camera,Hanwha XNV-8080R,Rome Sector 7,2025-04-27,554,Airtel,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.21.94,13.441651,100.654661,Bullet Camera,Dahua SD49425XB,Bangkok Sector 8,2025-10-11,80,Cloudflare,TH,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.21.95,29.81399,31.19681,PTZ Camera,Dahua SD49425XB,Cairo Sector 9,2025-02-24,80,Airtel,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.21.96,-26.032734,28.387717,Dome Camera,Hikvision DS-2CD2085G1,Johannesburg Sector 10,2025-10-14,80,BT,ZA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.21.97,24.568387,46.506626,IP Camera,Axis P5655-E,Riyadh Sector 11,2025-06-05,8080,BT,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.21.98,25.632191,51.459591,Bullet Camera,Bosch FLEXIDOME,Doha Sector 12,2025-06-04,8080,BT,QA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.22.99,41.779847,12.549582,PTZ Camera,Hanwha XNV-8080R,Rome Sector 13,2024-11-28,443,Cloudflare,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.22.100,-34.155718,151.601432,Bullet Camera,Hanwha XNV-8080R,Sydney Sector 14,2025-08-27,554,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.22.101,40.724987,-3.921469,Dome Camera,Hikvision DS-2CD2085G1,Madrid Sector 15,2025-05-01,443,BT,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.22.102,24.886191,55.119408,IP Camera,Hikvision DS-2CD2085G1,Dubai Sector 16,2025-11-30,554,BT,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.22.103,29.654174,30.904821,PTZ Camera,Hikvision DS-2CD2085G1,Cairo Sector 17,2025-04-30,554,Airtel,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.22.104,19.466076,-98.985069,PTZ Camera,Hanwha XNV-8080R,Mexico City Sector 18,2025-12-30,554,Lumen,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.105,38.927847,-76.766487,Bullet Camera,Axis P5655-E,Washington Sector 19,2025-10-06,8080,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.106,40.889943,-73.832608,PTZ Camera,Hikvision DS-2CD2085G1,New York Sector 20,2025-07-02,554,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.107,4.318868,-73.717515,PTZ Camera,Hanwha XNV-8080R,Bogota Sector 1,2024-12-17,8080,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.108,-6.342542,106.48373,Bullet Camera,Dahua SD49425XB,Jakarta Sector 2,2025-10-07,8080,Verizon,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.22.109,-12.205092,-76.702434,Bullet Camera,Hanwha XNV-8080R,Lima Sector 3,2024-10-31,554,BT,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.110,40.706052,-74.156132,IP Camera,Bosch FLEXIDOME,New York Sector 4,2025-05-01,554,DigitalOcean,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.111,-36.961577,175.096969,Bullet Camera,Hanwha XNV-8080R,Auckland Sector 5,2025-10-19,554,DigitalOcean,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.22.112,43.958999,-79.331318,PTZ Camera,Axis P5655-E,Toronto Sector 6,2025-11-18,80,Airtel,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.113,41.046855,-73.823099,Bullet Camera,Sony SNC-EP580,New York Sector 7,2025-07-17,8080,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.22.114,24.865825,46.434237,Dome Camera,Axis P5655-E,Riyadh Sector 8,2025-04-07,80,Airtel,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.23.115,-12.125421,-76.956186,Bullet Camera,Axis P5655-E,Lima Sector 9,2026-03-10,554,BT,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.23.116,-1.030398,36.558777,PTZ Camera,Hikvision DS-2CD2085G1,Nairobi Sector 10,2025-11-07,8080,Airtel,KE,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.23.117,32.309113,34.528672,IP Camera,Axis P5655-E,Tel Aviv Sector 11,2025-07-30,554,Airtel,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.23.118,52.026651,21.022416,IP Camera,Dahua SD49425XB,Warsaw Sector 12,2025-04-27,8080,DigitalOcean,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.23.119,-36.974496,174.735641,IP Camera,Bosch FLEXIDOME,Auckland Sector 13,2026-03-04,554,Comcast,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.23.120,25.01835,55.060855,PTZ Camera,Hanwha XNV-8080R,Dubai Sector 14,2025-11-13,80,Verizon,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.23.121,-1.523368,36.572312,IP Camera,Dahua SD49425XB,Nairobi Sector 15,2024-11-17,8080,DigitalOcean,KE,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.23.122,37.70727,127.24802,PTZ Camera,Hikvision DS-2CD2085G1,Seoul Sector 16,2025-11-20,8080,Lumen,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.23.123,32.062251,34.747233,Dome Camera,Sony SNC-EP580,Tel Aviv Sector 17,2024-10-28,443,BT,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.23.124,1.403527,103.75607,IP Camera,Axis P5655-E,Singapore Sector 18,2025-04-06,8080,DigitalOcean,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.23.125,32.422183,34.897982,IP Camera,Sony SNC-EP580,Tel Aviv Sector 19,2025-05-30,443,Airtel,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.23.126,39.117267,-77.221405,IP Camera,Axis P5655-E,Washington Sector 20,2025-06-17,8080,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.23.127,51.98461,20.981184,Dome Camera,Dahua SD49425XB,Warsaw Sector 1,2026-01-28,8080,BT,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.23.128,1.644602,103.641379,PTZ Camera,Sony SNC-EP580,Singapore Sector 2,2025-07-19,80,Comcast,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.23.129,-23.863509,-46.656784,Dome Camera,Axis P5655-E,Sao Paulo Sector 3,2025-11-18,443,AT&T,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.23.130,13.848961,100.380231,Bullet Camera,Axis P5655-E,Bangkok Sector 4,2025-04-10,8080,BT,TH,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.24.131,33.229306,-7.220795,PTZ Camera,Sony SNC-EP580,Casablanca Sector 5,2025-08-11,554,AT&T,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.24.132,43.59093,-79.285456,Dome Camera,Sony SNC-EP580,Toronto Sector 6,2026-03-11,554,BT,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.24.133,51.344068,-0.367497,Bullet Camera,Bosch FLEXIDOME,London Sector 7,2024-12-11,443,DigitalOcean,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.24.134,-37.142774,174.937002,Dome Camera,Hanwha XNV-8080R,Auckland Sector 8,2025-11-07,8080,DigitalOcean,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.24.135,29.742335,31.271332,IP Camera,Bosch FLEXIDOME,Cairo Sector 9,2025-04-16,8080,Comcast,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.24.136,25.473536,55.072057,Bullet Camera,Hikvision DS-2CD2085G1,Dubai Sector 10,2025-11-21,8080,Airtel,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.24.137,-6.436186,106.726523,PTZ Camera,Sony SNC-EP580,Jakarta Sector 11,2025-08-12,8080,DigitalOcean,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.24.138,6.190692,3.683942,Dome Camera,Bosch FLEXIDOME,Lagos Sector 12,2025-10-03,8080,DigitalOcean,NG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.24.139,-5.936316,106.670792,Bullet Camera,Hanwha XNV-8080R,Jakarta Sector 13,2025-10-30,443,DigitalOcean,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.24.140,37.920067,126.997636,Dome Camera,Sony SNC-EP580,Seoul Sector 14,2025-02-09,554,DigitalOcean,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.24.141,4.58127,-74.010501,Dome Camera,Hanwha XNV-8080R,Bogota Sector 15,2024-11-15,8080,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.24.142,24.857136,55.534752,Bullet Camera,Dahua SD49425XB,Dubai Sector 16,2025-12-10,8080,Cloudflare,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.24.143,6.764369,3.75714,Dome Camera,Sony SNC-EP580,Lagos Sector 17,2025-07-10,8080,BT,NG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.24.144,40.609031,28.95232,PTZ Camera,Axis P5655-E,Istanbul Sector 18,2025-08-20,554,DigitalOcean,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.24.145,32.00256,34.942173,Bullet Camera,Bosch FLEXIDOME,Tel Aviv Sector 19,2025-11-29,8080,BT,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.24.146,40.917299,29.117878,PTZ Camera,Bosch FLEXIDOME,Istanbul Sector 20,2024-11-03,554,Comcast,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.25.147,1.662849,103.509847,Bullet Camera,Hikvision DS-2CD2085G1,Singapore Sector 1,2024-10-12,8080,Airtel,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.25.148,-31.685333,115.815381,Dome Camera,Bosch FLEXIDOME,Perth Sector 2,2025-11-25,8080,DigitalOcean,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.25.149,52.171807,21.331797,PTZ Camera,Bosch FLEXIDOME,Warsaw Sector 3,2025-02-24,8080,Lumen,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.25.150,25.556357,55.626708,Dome Camera,Sony SNC-EP580,Dubai Sector 4,2025-12-04,8080,BT,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.25.151,-34.499693,-58.35304,Bullet Camera,Hikvision DS-2CD2085G1,Buenos Aires Sector 5,2026-03-05,554,Airtel,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.25.152,-32.093704,116.251484,Dome Camera,Axis P5655-E,Perth Sector 6,2026-03-07,554,Comcast,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.25.153,29.698857,30.959912,IP Camera,Hikvision DS-2CD2085G1,Cairo Sector 7,2025-08-12,80,BT,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.25.154,-32.030697,115.898544,IP Camera,Sony SNC-EP580,Perth Sector 8,2024-12-29,554,Cloudflare,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.25.155,51.884765,21.396243,Bullet Camera,Hanwha XNV-8080R,Warsaw Sector 9,2025-11-14,8080,Comcast,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.25.156,43.944866,-79.09959,IP Camera,Sony SNC-EP580,Toronto Sector 10,2026-02-01,8080,BT,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.25.157,-23.187497,-46.508494,Bullet Camera,Axis P5655-E,Sao Paulo Sector 11,2025-08-24,554,DigitalOcean,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.25.158,1.539088,104.094879,Bullet Camera,Bosch FLEXIDOME,Singapore Sector 12,2025-11-29,443,BT,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.25.159,-34.398728,-58.354802,IP Camera,Hikvision DS-2CD2085G1,Buenos Aires Sector 13,2025-04-26,8080,BT,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.25.160,19.179876,72.63237,Dome Camera,Bosch FLEXIDOME,Mumbai Sector 14,2025-11-30,554,Airtel,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.25.161,-23.77502,-46.740008,Dome Camera,Hikvision DS-2CD2085G1,Sao Paulo Sector 15,2026-02-23,554,BT,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.25.162,6.722156,3.671166,Bullet Camera,Dahua SD49425XB,Lagos Sector 16,2025-05-24,8080,Lumen,NG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.26.163,52.812738,13.562109,PTZ Camera,Axis P5655-E,Berlin Sector 17,2026-01-07,554,Airtel,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.26.164,-37.833173,145.062637,PTZ Camera,Hanwha XNV-8080R,Melbourne Sector 18,2025-02-21,554,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.26.165,35.350663,139.585486,Bullet Camera,Hanwha XNV-8080R,Tokyo Sector 19,2025-04-13,554,Airtel,JP,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.26.166,4.587374,-74.460308,Bullet Camera,Hanwha XNV-8080R,Bogota Sector 20,2025-12-04,80,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.26.167,38.74038,-76.707804,Bullet Camera,Bosch FLEXIDOME,Washington Sector 1,2025-10-03,8080,DigitalOcean,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.26.168,31.707543,34.905519,IP Camera,Dahua SD49425XB,Tel Aviv Sector 2,2025-11-24,8080,BT,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.26.169,38.512058,-77.179294,Dome Camera,Sony SNC-EP580,Washington Sector 3,2025-10-19,8080,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.26.170,-6.487868,106.755954,IP Camera,Axis P5655-E,Jakarta Sector 4,2025-07-28,554,Airtel,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.26.171,28.840515,76.904344,Dome Camera,Bosch FLEXIDOME,Delhi Sector 5,2025-11-30,8080,DigitalOcean,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.26.172,41.066357,-74.382723,Bullet Camera,Sony SNC-EP580,New York Sector 6,2025-10-15,8080,Airtel,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.26.173,-37.579781,145.310963,Dome Camera,Hanwha XNV-8080R,Melbourne Sector 7,2025-07-27,8080,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.26.174,39.2808,-77.009642,PTZ Camera,Sony SNC-EP580,Washington Sector 8,2025-11-28,554,Lumen,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.26.175,41.812201,12.726136,Bullet Camera,Hanwha XNV-8080R,Rome Sector 9,2025-09-29,554,Cloudflare,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.26.176,19.49781,-99.279352,Bullet Camera,Sony SNC-EP580,Mexico City Sector 10,2025-11-09,554,AT&T,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.26.177,48.910169,2.228004,Dome Camera,Axis P5655-E,Paris Sector 11,2025-01-04,554,BT,FR,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.26.178,-34.296865,-58.370747,PTZ Camera,Sony SNC-EP580,Buenos Aires Sector 12,2025-11-08,80,BT,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.179,24.448006,46.4417,PTZ Camera,Sony SNC-EP580,Riyadh Sector 13,2025-04-11,554,Cloudflare,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.27.180,25.577996,51.777067,Dome Camera,Axis P5655-E,Doha Sector 14,2025-10-31,8080,Airtel,QA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.27.181,-25.983172,27.887034,IP Camera,Axis P5655-E,Johannesburg Sector 15,2025-05-06,8080,DigitalOcean,ZA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.27.182,-34.704972,-58.386437,Dome Camera,Hanwha XNV-8080R,Buenos Aires Sector 16,2025-12-01,80,BT,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.183,40.57563,-74.305722,PTZ Camera,Hikvision DS-2CD2085G1,New York Sector 17,2025-10-08,554,Verizon,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.184,4.613657,-73.788504,Dome Camera,Sony SNC-EP580,Bogota Sector 18,2025-11-09,8080,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.185,-11.882169,-76.92302,Bullet Camera,Sony SNC-EP580,Lima Sector 19,2026-01-13,443,BT,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.186,-12.243799,-77.346304,Bullet Camera,Dahua SD49425XB,Lima Sector 20,2025-05-30,554,Airtel,PE,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.187,-23.279841,-46.885646,Bullet Camera,Dahua SD49425XB,Sao Paulo Sector 1,2025-12-05,554,BT,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.188,51.211496,-0.329065,Dome Camera,Hanwha XNV-8080R,London Sector 2,2025-10-27,8080,Airtel,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.27.189,25.49022,55.63037,PTZ Camera,Dahua SD49425XB,Dubai Sector 3,2025-04-16,554,Airtel,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.27.190,-38.129425,144.637405,Dome Camera,Bosch FLEXIDOME,Melbourne Sector 4,2025-08-02,8080,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.27.191,40.257946,-3.723973,PTZ Camera,Hikvision DS-2CD2085G1,Madrid Sector 5,2025-11-04,8080,DigitalOcean,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.27.192,40.842,28.843369,IP Camera,Hanwha XNV-8080R,Istanbul Sector 6,2025-09-30,8080,Lumen,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.27.193,-34.294901,-58.105175,IP Camera,Sony SNC-EP580,Buenos Aires Sector 7,2025-11-16,8080,Airtel,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.27.194,33.48705,-7.716332,Dome Camera,Axis P5655-E,Casablanca Sector 8,2026-02-22,554,BT,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.28.195,37.385831,127.040728,Dome Camera,Hanwha XNV-8080R,Seoul Sector 9,2026-01-04,8080,AT&T,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.28.196,29.701332,30.916377,PTZ Camera,Axis P5655-E,Cairo Sector 10,2025-08-26,554,Airtel,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.28.197,40.065348,-3.9539,Bullet Camera,Hikvision DS-2CD2085G1,Madrid Sector 11,2025-07-24,8080,Airtel,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.28.198,48.837454,2.368404,Bullet Camera,Hikvision DS-2CD2085G1,Paris Sector 12,2025-12-26,8080,Airtel,FR,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.28.199,24.915537,55.35104,IP Camera,Sony SNC-EP580,Dubai Sector 13,2025-05-03,554,DigitalOcean,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
